"address","categories/0","categories/1","categories/2","categories/3","categories/4","categories/5","categories/6","categories/7","categories/8","categories/9","categories/10","categories/11","categories/12","categories/13","categories/14","categoryName","city","countryCode","isAdvertisement","location/lat","location/lng","neighborhood","permanentlyClosed","placeId","postalCode","rank","reviewsCount","searchPageLoadedUrl","searchPageUrl","searchString","state","street","temporarilyClosed","title","totalScore","url"
"-1119, Av. Brasília, 1041 - Santa Isabel, Tucuruí - PA, 68458-020, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tucuruí","BR","false","-3.7657659","-49.6692469","Santa Isabel","false","ChIJKyBVJ-CMv5IRJ5pDnhPV0Lg","68458-020","28","3","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","-1119, Av. Brasília, 1041","false","Radiodontu","4.7","https://www.google.com/maps/search/?api=1&query=Radiodontu&query_place_id=ChIJKyBVJ-CMv5IRJ5pDnhPV0Lg"
"Rua Itaipu, s/n - Vila Permanente, Tucuruí - PA, 68455-700, Brazil","Maternity hospital",,,,,,,,,,,,,,,"Maternity hospital","Tucuruí","BR","false","-3.8401362","-49.676646","Vila Permanente","false","ChIJ4-ylY8SKv5IR1BAOxF6tbSw","68455-700","29","3","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","Rua Itaipu, s/n","false","Laboratório Oswaldo Cruz","3.3","https://www.google.com/maps/search/?api=1&query=Laborat%C3%B3rio%20Oswaldo%20Cruz&query_place_id=ChIJ4-ylY8SKv5IR1BAOxF6tbSw"
"Av. Santo Antônio, 84-266 - Mangal, Tucuruí - PA, 68458-030, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tucuruí","BR","false","-3.7605185","-49.6663736","Mangal","false","ChIJW4MMbxmNv5IR8SWF0DRULFM","68458-030","30","1","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","Av. Santo Antônio, 84-266","false","Posto de Saúde Dr.Liler Leão","4","https://www.google.com/maps/search/?api=1&query=Posto%20de%20Sa%C3%BAde%20Dr.Liler%20Le%C3%A3o&query_place_id=ChIJW4MMbxmNv5IR8SWF0DRULFM"
"R. Dom Cornélio Vermans, 585 - Santa Isabel, Tucuruí - PA, 68458-400, Brazil","Hospital","Doctor","Physiotherapist","Specialized clinic",,,,,,,,,,,,"Hospital","Tucuruí","BR","false","-3.7614253","-49.6747571","Santa Isabel","false","ChIJObh-oyGNv5IRB_O-7jWuszI","68458-400","31","10","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","R. Dom Cornélio Vermans, 585","false","Clínica Benstar","4.8","https://www.google.com/maps/search/?api=1&query=Cl%C3%ADnica%20Benstar&query_place_id=ChIJObh-oyGNv5IRB_O-7jWuszI"
"R. João Félix, 52-188 - Jaqueira, Tucuruí - PA, 68458-240, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tucuruí","BR","false","-3.7624738","-49.6693919","Jaqueira","false","ChIJ-TDbNx-Nv5IR6QPy6FaDhF0","68458-240","32","0","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","R. João Félix, 52-188","false","E.S.F. Jaqueira",,"https://www.google.com/maps/search/?api=1&query=E.S.F.%20Jaqueira&query_place_id=ChIJ-TDbNx-Nv5IR6QPy6FaDhF0"
"Tucuruí - State of Pará, Brazil","Maternity hospital",,,,,,,,,,,,,,,"Maternity hospital","Tucuruí","BR","false","-3.7868174","-49.6793763",,"false","ChIJIXp-bBmNv5IRVVy6OPeHc04",,"33","3","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará",,"false","Maternidade Dr Augusto Sérgio Santos de Almeida","5","https://www.google.com/maps/search/?api=1&query=Maternidade%20Dr%20Augusto%20S%C3%A9rgio%20Santos%20de%20Almeida&query_place_id=ChIJIXp-bBmNv5IRVVy6OPeHc04"
"R. São Domingos do Capim, 169 - Vila Pioneira, Tucuruí - PA, 68459-260, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Tucuruí","BR","false","-3.7806248","-49.6687757","Vila Pioneira","false","ChIJdzNtHeuMv5IREaz6aXR3ijg","68459-260","35","4","https://www.google.com/maps/search/Hospital/@-3.8951336,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-3.8951335889021372,-49.64537632612998,10z?hl=en","Hospital","State of Pará","R. São Domingos do Capim, 169","false","PSF São Francisco","2.3","https://www.google.com/maps/search/?api=1&query=PSF%20S%C3%A3o%20Francisco&query_place_id=ChIJdzNtHeuMv5IREaz6aXR3ijg"
"R. Ten. Ubirajara de Souza, 633 - Joaquim Távora, PR, 86455-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Joaquim Távora","BR","false","-23.5017627","-49.9245943","Joaquim Távora","false","ChIJEadAZT_bwZQRa_mLRJ1AK1w","86455-000","21","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of Paraná","R. Ten. Ubirajara de Souza, 633","false","Santa Casa de Misericórdia","5","https://www.google.com/maps/search/?api=1&query=Santa%20Casa%20de%20Miseric%C3%B3rdia&query_place_id=ChIJEadAZT_bwZQRa_mLRJ1AK1w"
"R. José Inácio Ribeiro, Taguaí - SP, 18890-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Taguaí","BR","false","-23.4621507","-49.4192172",,"false","ChIJkehh8qahwZQRWcPXA2vXI3c","18890-000","22","0","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. José Inácio Ribeiro","false","Santa Casa de Misericórdia de Taguai",,"https://www.google.com/maps/search/?api=1&query=Santa%20Casa%20de%20Miseric%C3%B3rdia%20de%20Taguai&query_place_id=ChIJkehh8qahwZQRWcPXA2vXI3c"
"R. José Galdensi, 34 - Ribeirão Bonito, Tejupá - SP, 18830-000, Brazil","Government hospital",,,,,,,,,,,,,,,"Government hospital","Tejupá","BR","false","-23.4014549","-49.253686","Ribeirão Bonito","false","ChIJs8eI7PoNwZQRy5H23mbWD9Q","18830-000","23","0","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. José Galdensi, 34","false","Posto de Saúde",,"https://www.google.com/maps/search/?api=1&query=Posto%20de%20Sa%C3%BAde&query_place_id=ChIJs8eI7PoNwZQRy5H23mbWD9Q"
"R. São Benedito, 05 - Vila Nossa Sra. de Fatima, Fartura - SP, 18870-000, Brazil","Government hospital",,,,,,,,,,,,,,,"Government hospital","Fartura","BR","false","-23.3819434","-49.5035885","Vila Nossa Senhora de Fatima","false","ChIJH2dEQRSlwZQRYYDmYoQAI1w","18870-000","24","0","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. São Benedito, 05","false","Posto de saúde",,"https://www.google.com/maps/search/?api=1&query=Posto%20de%20sa%C3%BAde&query_place_id=ChIJH2dEQRSlwZQRYYDmYoQAI1w"
"São Bernardo, Coronel Macedo - State of São Paulo, 18745-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Coronel Macedo","BR","false","-23.7042528","-49.3018302","São Bernardo","false","ChIJq6p2B7d-wZQRX35ZMeK54gg","18745-000","25","0","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo",,"false","Posto de Saúde do Bairro São Bernardo",,"https://www.google.com/maps/search/?api=1&query=Posto%20de%20Sa%C3%BAde%20do%20Bairro%20S%C3%A3o%20Bernardo&query_place_id=ChIJq6p2B7d-wZQRX35ZMeK54gg"
"Siqueira Campos - State of Paraná, 84940-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Siqueira Campos","BR","false","-23.6761801","-49.8282415",,"false","ChIJDd_2jMDpwZQRwYaYmQIsszk","84940-000","26","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of Paraná",,"false","Capela Imaculada Conceição","5","https://www.google.com/maps/search/?api=1&query=Capela%20Imaculada%20Concei%C3%A7%C3%A3o&query_place_id=ChIJDd_2jMDpwZQRwYaYmQIsszk"
"213, R. Gustavo Rodrigues de Rezende, 119 - Santa Terezinha, Riversul - SP, 18470-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Riversul","BR","false","-23.832582","-49.4303116","Santa Terezinha","false","ChIJg7tBNBQqwpQRWqqRPC4UAxU","18470-000","27","0","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","213, R. Gustavo Rodrigues de Rezende, 119","false","Secretaria Municipal da Saude",,"https://www.google.com/maps/search/?api=1&query=Secretaria%20Municipal%20da%20Saude&query_place_id=ChIJg7tBNBQqwpQRWqqRPC4UAxU"
"R. João Marquês da Silveira, 688, Quatiguá - PR, 86450-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Quatiguá","BR","false","-23.5635603","-49.9138641",,"false","ChIJ6U1-d43bwZQRBt9RLP14Du4","86450-000","28","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of Paraná","R. João Marquês da Silveira, 688","false","Hospital da Mulher","5","https://www.google.com/maps/search/?api=1&query=Hospital%20da%20Mulher&query_place_id=ChIJ6U1-d43bwZQRBt9RLP14Du4"
"R. Alexandre Absy, 725-807 - Centro, Tejupá - SP, 18830-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tejupá","BR","false","-23.343807","-49.3762881","Centro","false","ChIJHREBke2nwZQRncQIqO4PJQo","18830-000","29","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. Alexandre Absy, 725-807","false","Velório Municipal","4","https://www.google.com/maps/search/?api=1&query=Vel%C3%B3rio%20Municipal&query_place_id=ChIJHREBke2nwZQRncQIqO4PJQo"
"R. São Paulo, 270 - Área Urbana, Barão de Antonina - SP, 18490-000, Brazil","Private hospital","Public medical center",,,,,,,,,,,,,,"Private hospital","Barão de Antonina","BR","false","-23.6293028","-49.5639928","Área Urbana","false","ChIJPd6QLNeQwZQR2wipW1oD0r0","18490-000","30","4","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. São Paulo, 270","false","Hospital Santa Terezinha Menino Jesus","3.8","https://www.google.com/maps/search/?api=1&query=Hospital%20Santa%20Terezinha%20Menino%20Jesus&query_place_id=ChIJPd6QLNeQwZQR2wipW1oD0r0"
"Praça Domingos Sartori, 2-90 - Centro, Tejupá - SP, 18830-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tejupá","BR","false","-23.3430584","-49.3769248","Centro","false","ChIJm0Kpw-2nwZQR71rj8bbY79c","18830-000","31","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","Praça Domingos Sartori, 2-90","false","Posto De Saúde","4","https://www.google.com/maps/search/?api=1&query=Posto%20De%20Sa%C3%BAde&query_place_id=ChIJm0Kpw-2nwZQR71rj8bbY79c"
"Rua : 15 de Novembro, 871 - Centro, Piraju - SP, 18800-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Piraju","BR","false","-23.1976287","-49.3809861","Centro","false","ChIJD-nRUYyqwZQRuPwr4G3lXiU","18800-000","32","1","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","Rua : 15 de Novembro, 871","false","intermedica","5","https://www.google.com/maps/search/?api=1&query=intermedica&query_place_id=ChIJD-nRUYyqwZQRuPwr4G3lXiU"
"R. Rubéns Chueire Gurgel, 866 - Centro, Itaporanga - SP, 18480-000, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Itaporanga","BR","false","-23.704912","-49.4879757","Centro","false","ChIJLS0tXR2FwZQRsGjv2U2JiZg","18480-000","34","6","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. Rubéns Chueire Gurgel, 866","false","Hosmed Serviços Médicos","4.3","https://www.google.com/maps/search/?api=1&query=Hosmed%20Servi%C3%A7os%20M%C3%A9dicos&query_place_id=ChIJLS0tXR2FwZQRsGjv2U2JiZg"
"R. Mal. Floriano Peixoto, 744 - Centro, Taquarituba - SP, 18740-000, Brazil","Medical Center",,,,,,,,,,,,,,,"Medical Center","Taquarituba","BR","false","-23.5333112","-49.2449372","Centro","false","ChIJ4zWlvndxwZQRWLUww2dSJkc","18740-000","36","11","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. Mal. Floriano Peixoto, 744","false","Odontomed - Odontologia, Segurança e Medicina do Trabalho","5","https://www.google.com/maps/search/?api=1&query=Odontomed%20-%20Odontologia%2C%20Seguran%C3%A7a%20e%20Medicina%20do%20Trabalho&query_place_id=ChIJ4zWlvndxwZQRWLUww2dSJkc"
"R. Mal. Deodoro da Fonseca, 355 - Centro, Taquarituba - SP, 18740-000, Brazil","Medical Center","Cardiologist","Dermatologist","Dietitian","Geriatrician","Internist","Oral surgeon","Physiotherapy Center","Radiologist","Urologist",,,,,,"Medical Center","Taquarituba","BR","false","-23.5357147","-49.2450824","Centro","false","ChIJk08VbHZxwZQRZmTKYmHyXQM","18740-000","38","3","https://www.google.com/maps/search/Hospital/@-23.6089777,-49.6453763,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-49.64537632612998,10z?hl=en","Hospital","State of São Paulo","R. Mal. Deodoro da Fonseca, 355","false","Longevita Clínica e Vacinas","3.7","https://www.google.com/maps/search/?api=1&query=Longevita%20Cl%C3%ADnica%20e%20Vacinas&query_place_id=ChIJk08VbHZxwZQRZmTKYmHyXQM"
"R. José de Lã Paz Ortiz, 529 - Centro, Tacuru - MS, 79975-000, Brazil","General hospital","Government hospital","Hospital",,,,,,,,,,,,,"General hospital","Tacuru","BR","false","-23.6350487","-55.0127277","Centro","false","ChIJgVibosbxipQRCZHQPZfsBjQ","79975-000","1","2","https://www.google.com/maps/search/Hospital/@-23.6089777,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-54.954999896267125,10z?hl=en","Hospital","State of Mato Grosso do Sul","R. José de Lã Paz Ortiz, 529","false","Hospital São Sebastião de Tacuru","5","https://www.google.com/maps/search/?api=1&query=Hospital%20S%C3%A3o%20Sebasti%C3%A3o%20de%20Tacuru&query_place_id=ChIJgVibosbxipQRCZHQPZfsBjQ"
"R. Rui Barbosa, 701 - Jardim Carimbo, Sete Quedas - MS, 79935-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Sete Quedas","BR","false","-23.9784772","-55.0422136","Jardim Carimbo","false","ChIJV_ACvlfPipQRYJZO8UwKSGU","79935-000","2","4","https://www.google.com/maps/search/Hospital/@-23.6089777,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-54.954999896267125,10z?hl=en","Hospital","State of Mato Grosso do Sul","R. Rui Barbosa, 701","false","Hospital Municipal","5","https://www.google.com/maps/search/?api=1&query=Hospital%20Municipal&query_place_id=ChIJV_ACvlfPipQRYJZO8UwKSGU"
"R. Roque Lima, s/n - sn, Tacuru - MS, 79975-000, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Tacuru","BR","false","-23.6382726","-55.0134664","sn","false","ChIJFZlF1SnuipQRL7uduCqqx6w","79975-000","3","3","https://www.google.com/maps/search/Hospital/@-23.6089777,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-54.954999896267125,10z?hl=en","Hospital","State of Mato Grosso do Sul","R. Roque Lima, s/n","false","Hospital Municipal de Tacuru","4.7","https://www.google.com/maps/search/?api=1&query=Hospital%20Municipal%20de%20Tacuru&query_place_id=ChIJFZlF1SnuipQRL7uduCqqx6w"
"R. João Ponce de Arruda, 2383 - Centro, Paranhos - MS, 79925-000, Brazil","General hospital","Birth center","Medical laboratory","X-ray lab",,,,,,,,,,,,"General hospital","Paranhos","BR","false","-23.8986762","-55.4309321","Centro","false","ChIJi3mCOmufipQRk9AZ_EGZ9jY","79925-000","5","5","https://www.google.com/maps/search/Hospital/@-23.6089777,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-23.60897765203495,-54.954999896267125,10z?hl=en","Hospital","State of Mato Grosso do Sul","R. João Ponce de Arruda, 2383","false","Hospital Maternidade Nossa Senhora da Conceição","5","https://www.google.com/maps/search/?api=1&query=Hospital%20Maternidade%20Nossa%20Senhora%20da%20Concei%C3%A7%C3%A3o&query_place_id=ChIJi3mCOmufipQRk9AZ_EGZ9jY"
"Passagem Ana Deusa, 108 - Curió-Utinga, Belém - PA, 66610-290, Brazil","Hospital",,,,,,,,,,,,,,,"Hospital","Belém","BR","false","-1.4231585","-48.44873","Curió-Utinga","false","ChIJj-D1ho-LpJIRBfPlQuEoNxU","66610-290","1","11","https://www.google.com/maps/place/HABE+-+Hospital+Da+Aeron%C3%A1utica/@-1.7047065,-50.9727822,10z/data=!4m6!3m5!1s0x92a48b8f86f5e08f:0x153728e142e5f305!8m2!3d-1.4231585!4d-48.44873!16s%2Fg%2F11ckwj9y08?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-1.7047064707762676,-50.972782218664264,10z?hl=en","Hospital","State of Pará","Passagem Ana Deusa, 108","false","HABE - Hospital Da Aeronáutica","4.6","https://www.google.com/maps/search/?api=1&query=HABE%20-%20Hospital%20Da%20Aeron%C3%A1utica&query_place_id=ChIJj-D1ho-LpJIRBfPlQuEoNxU"
"R. Amandau, 157 - Centro, Santo Cristo - RS, 98960-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Santo Cristo","BR","false","-27.8231105","-54.6659102","Centro","false","ChIJtXXBMGMv-ZQRYJVPxdTuh9Q","98960-000","1","20","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Amandau, 157","false","Hospital de Caridade de Santo Cristo","4.2","https://www.google.com/maps/search/?api=1&query=Hospital%20de%20Caridade%20de%20Santo%20Cristo&query_place_id=ChIJtXXBMGMv-ZQRYJVPxdTuh9Q"
"R. Monsenhor Estanislau Wolski, 117 - Centro, Roque Gonzales - RS, 97970-000, Brazil","General hospital","Private hospital",,,,,,,,,,,,,,"General hospital","Roque Gonzales","BR","false","-28.1336614","-55.0274544","Centro","false","ChIJBabYz6Az_5QRG2MaXdcjF3Y","97970-000","2","3","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Monsenhor Estanislau Wolski, 117","false","Hospital Santo Antônio","4.7","https://www.google.com/maps/search/?api=1&query=Hospital%20Santo%20Ant%C3%B4nio&query_place_id=ChIJBabYz6Az_5QRG2MaXdcjF3Y"
"R. Santa Maria, 744, Campina das Missões - RS, 98975-000, Brazil","General hospital","Government hospital",,,,,,,,,,,,,,"General hospital","Campina das Missões","BR","false","-27.9909832","-54.838918",,"false","ChIJfT1FWlTU-JQRA3hbWMzbFZI","98975-000","3","6","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Santa Maria, 744","false","Hospital Campina","4","https://www.google.com/maps/search/?api=1&query=Hospital%20Campina&query_place_id=ChIJfT1FWlTU-JQRA3hbWMzbFZI"
"Rua Valdemar Bordin, 87 - Centro, Porto Lucena - RS, 98980-000, Brazil","General hospital","Medical laboratory","Private hospital","X-ray lab",,,,,,,,,,,,"General hospital","Porto Lucena","BR","false","-27.8525675","-55.0183507","Centro","false","ChIJobalNWHE-JQRVZU2itwz2GY","98980-000","4","3","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","Rua Valdemar Bordin, 87","false","HOSPITAL SÃO JOSE","4.3","https://www.google.com/maps/search/?api=1&query=HOSPITAL%20S%C3%83O%20JOSE&query_place_id=ChIJobalNWHE-JQRVZU2itwz2GY"
"R. Santa Lúcia, S/N - Centro, Caibaté - RS, 97930-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Caibaté","BR","false","-28.2909002","-54.6357393","Centro","false","ChIJVX7zwGjd_pQRiignk871c2A","97930-000","5","3","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Santa Lúcia, S/N","false","Hospital Roque Gonzales","5","https://www.google.com/maps/search/?api=1&query=Hospital%20Roque%20Gonzales&query_place_id=ChIJVX7zwGjd_pQRiignk871c2A"
"R. Dr. Osvaldo Cruz, 555 - Porto Xavier, RS, 98995-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Porto Xavier","BR","false","-27.9033751","-55.139523","Porto Xavier","false","ChIJxcCd2J24-JQRJlrt_3HNnjE","98995-000","6","5","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Dr. Osvaldo Cruz, 555","false","Hospital Nossa Senhora dos Navegantes","4.8","https://www.google.com/maps/search/?api=1&query=Hospital%20Nossa%20Senhora%20dos%20Navegantes&query_place_id=ChIJxcCd2J24-JQRJlrt_3HNnjE"
"R. Sete de Setembro, 743 - Centro, Cerro Largo - RS, 97900-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","Cerro Largo","BR","false","-28.1473605","-54.7371268","Centro","false","ChIJKV9PEwvX_pQRLtVt_UaZ9pY","97900-000","7","14","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Sete de Setembro, 743","false","Hospital de Caridade Serro Azul","3.3","https://www.google.com/maps/search/?api=1&query=Hospital%20de%20Caridade%20Serro%20Azul&query_place_id=ChIJKV9PEwvX_pQRLtVt_UaZ9pY"
"R. Independência, 260 - São Paulo das Missões, RS, 97980-000, Brazil","General hospital","Hospital",,,,,,,,,,,,,,"General hospital","São Paulo das Missões","BR","false","-28.0215253","-54.9347653","São Paulo das Missões","false","ChIJC1TWQ1_S-JQR5TlAQ6SM5ik","97980-000","8","5","https://www.google.com/maps/search/Hospital/@-27.9898319,-54.9549999,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-27.989831888286687,-54.954999896267125,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Independência, 260","false","Hospital De Caridade São Paulo","4.8","https://www.google.com/maps/search/?api=1&query=Hospital%20De%20Caridade%20S%C3%A3o%20Paulo&query_place_id=ChIJC1TWQ1_S-JQR5TlAQ6SM5ik"
"R. Adelino Cardoso, 150, Formigueiro - RS, 97210-000, Brazil","Government hospital",,,,,,,,,,,,,,,"Government hospital","Formigueiro","BR","false","-30.0006684","-53.4958597",,"false","ChIJzdZPt6KbA5UR2rCjpUneJwg","97210-000","1","7","https://www.google.com/maps/search/Hospital/@-30.180259,-53.627594,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-30.180259006412555,-53.62759400373284,10z?hl=en","Hospital","State of Rio Grande do Sul","R. Adelino Cardoso, 150","false","Hospital Municipal Dr. Pedro Jorge Calil","3.9","https://www.google.com/maps/search/?api=1&query=Hospital%20Municipal%20Dr.%20Pedro%20Jorge%20Calil&query_place_id=ChIJzdZPt6KbA5UR2rCjpUneJwg"
"Av. Cel. Coriolano de Castro, 920 - Caçapava do Sul, RS, 96570-000, Brazil","Private hospital","Hospital",,,,,,,,,,,,,,"Private hospital","Caçapava do Sul","BR","false","-30.5164363","-53.4849823","Caçapava do Sul","false","ChIJKVSPaVtnBJURA5pU7P7mFKA","96570-000","2","28","https://www.google.com/maps/search/Hospital/@-30.180259,-53.627594,10z?hl=en&entry=ttu","https://www.google.com/maps/search/Hospital/@-30.180259006412555,-53.62759400373284,10z?hl=en","Hospital","State of Rio Grande do Sul","Av. Cel. Coriolano de Castro, 920","false","Hospital Caridade Dr Victor Lang","4","https://www.google.com/maps/search/?api=1&query=Hospital%20Caridade%20Dr%20Victor%20Lang&query_place_id=ChIJKVSPaVtnBJURA5pU7P7mFKA"
